Instrument,CompanyName,BusinessSector,CompanyMarketCap,CreditCombinedPD,ReturnOnAssets,TotalDebttoCommonEquity,PriceMomentumT12MVolatility
RNA.OQ,Avidity Biosciences Inc,Pharmaceuticals & Medical Research,841049232.9,0.125482,-32.63,,24.063684
AVDX.OQ,Avidxchange Holdings Inc,Industrial & Commercial Services,2297599163.73,0.16613,-2.109,0.22023,14.96935
AVNT.N,Avient Corp,Chemicals,3413995778.2,0.455076,4.469,0.93335,7.133076
CAR.OQ,Avis Budget Group Inc,Transportation,5813886641.36,0.750292,46.28,,17.8989
AVA.N,Avista Corp,Utilities,2761250072.28,0.344581,,1.22278,4.975315
AVT.OQ,Avnet Inc,Technology Equipment,4261860597.3,0.096426,6.58,0.6437,6.505238
AXTA.N,Axalta Coating Systems Ltd,Chemicals,7249535304.66,0.205023,4.62,2.54854,8.247939
ACLS.OQ,Axcelis Technologies Inc,Technology Equipment,3737140021.08,0.032425,20.719,0.06956,13.658043
AXS.N,AXIS Capital Holdings Ltd,Insurance,4724945657.24,0.052228,,0.34077,7.614282
AXON.OQ,Axon Enterprise Inc,Industrial Goods,18785162093.39,0.046789,7.0,0.53131,5.700286
AXNX.OQ,Axonics Inc,Healthcare Services & Equipment,3488864234.4,0.044695,,0.0,10.323047
AX.N,Axos Financial Inc,Banking & Investment Services,3058072885.99,0.137381,1.629,0.32502,15.52445
AXSM.OQ,Axsome Therapeutics Inc,Pharmaceuticals & Medical Research,4032098599.87,0.259321,-27.91,0.86037,12.821155
AZEK.N,Azek Company Inc,Cyclical Consumer Products,5503280128.38,0.084185,4.71,0.46498,13.635668
AZTA.OQ,Azenta Inc,Pharmaceuticals & Medical Research,3629497357.68,0.058869,0.02,0.0008,15.671334
AZZ.N,AZZ Inc,Mineral Resources,1452452368.32,0.268942,,1.24171,7.735486
RILY.OQ,B Riley Financial Inc,Banking & Investment Services,708605121.07,3.127386,,10.72015,21.752621
BGS.N,B&G Foods Inc,Food & Beverages,791747899.33,0.914941,1.99,2.75511,13.890847
BMI.N,Badger Meter Inc,Industrial Goods,4452507723.28,0.010853,,0.0,9.169321
BKR.OQ,Baker Hughes Co,Energy - Fossil Fuels,31716492307.36,0.056025,2.6,0.46248,8.392223
BCPC.OQ,Balchem Corp,Chemicals,4540830327.04,0.084749,,0.47215,6.969246
BALL.N,Ball Corp,Applied Resources,17770376421.04,0.233346,4.5,2.58538,9.575954
BALY.N,Bally's Corp,Cyclical Consumer Services,484510790.7,3.527607,2.39,4.3292,17.781295
BANC.N,Banc of California Inc,Banking & Investment Services,2006550000.0,0.320817,1.3,1.04443,13.697118
BANF.OQ,BancFirst Corp,Banking & Investment Services,3023829947.05,0.08527,1.77,0.06903,8.089844
TBBK.OQ,Bancorp Inc,Banking & Investment Services,2067891988.36,0.08248,1.77,0.17654,11.632131
BAND.OQ,Bandwidth Inc,Software & IT Services,350265840.56,0.482751,1.669,1.76672,23.481432
BOH.N,Bank of Hawaii Corp,Banking & Investment Services,2714566357.01,0.283495,0.94,0.99893,20.787875
OZK.OQ,Bank Ozk,Banking & Investment Services,5299296422.88,0.092426,2.02,0.25139,13.480513
BKU.N,BankUnited Inc,Banking & Investment Services,2218075444.62,0.30751,0.79,2.59892,24.047486
BANR.OQ,Banner Corp,Banking & Investment Services,1724617799.74,0.116845,1.199,0.31351,8.925139
B.N,Barnes Group Inc,Industrial Goods,1608927948.0,1.353353,,0.42418,12.558315
BBWI.N,Bath & Body Works Inc,Retailers,9536952388.32,0.164858,13.779,,14.275426
BAX.N,Baxter International Inc,Healthcare Services & Equipment,20292940360.0,0.142388,5.73,2.85205,10.377253
BDX.N,Becton Dickinson and Co,Healthcare Services & Equipment,68410144808.53,0.053845,6.66,0.61556,5.406341
BECN.OQ,Beacon Roofing Supply Inc,Cyclical Consumer Products,5310364848.36,0.149546,9.31,1.02642,9.27092
BEAM.OQ,Beam Therapeutics Inc,Pharmaceuticals & Medical Research,2086503859.2,0.187087,-20.53,0.0041,11.953352
SKIN.OQ,Beauty Health Co,Personal & Household Products & Services,345231786.57,4.629682,0.82,4.39467,17.589693
BZH.N,Beazer Homes USA Inc,Cyclical Consumer Products,1001485158.08,0.296603,,0.88684,14.252275
BELFB.OQ,Bel Fuse Inc,Technology Equipment,802305326.5,0.77213,,0.36995,15.106065
BDC.N,Belden Inc,Technology Equipment,3044841610.5,0.219014,,1.02142,12.461639
BRBR.N,Bellring Brands Inc,Food & Beverages,7075246905.96,0.056369,25.339,,7.666926
BHE.N,Benchmark Electronics Inc,Technology Equipment,954489514.25,0.121427,,0.31659,8.906093
BSY.OQ,Bentley Systems Inc,Software & IT Services,14396613570.5,0.080393,9.919,3.10903,7.729389
BRKa.N,Berkshire Hathaway Inc,Consumer Goods Conglomerates,791243939296.66,0.08562,3.229,0.25985,4.789965
BRKb.N,Berkshire Hathaway Inc,Consumer Goods Conglomerates,791243939296.66,0.08562,3.23,0.25985,4.273808
BHLB.N,Berkshire Hills Bancorp Inc,Banking & Investment Services,1041971902.54,0.220033,0.8,0.14131,11.639305
BERY.N,Berry Global Group Inc,Applied Resources,7552622420.2,0.299965,5.44,2.79229,8.27077
BRY.OQ,Berry Corporation (Bry),Energy - Fossil Fuels,508480734.72,0.457602,,0.49437,12.244685
BBY.N,Best Buy Co Inc,Retailers,15909146344.2,0.088099,9.589,0.42075,8.376059
BYND.OQ,Beyond Meat Inc,Food & Beverages,488574658.42,1.543099,-29.989,,26.253453
BGC.OQ,Bgc Group Inc,Banking & Investment Services,3339721083.58,0.102092,10.72,1.57871,8.262448
BIGC.OQ,Bigcommerce Holdings Inc,Software & IT Services,639154395.6,0.520829,-9.0,7.38958,16.455213
BILL.N,BILL Holdings Inc,Software & IT Services,8006677050.0,0.26789,2.06,0.45028,25.981831
BIO.N,Bio Rad Laboratories Inc,Healthcare Services & Equipment,9278077228.3,0.078247,2.77,0.12461,8.233006
TECH.OQ,Bio-Techne Corp,Pharmaceuticals & Medical Research,11413712852.43,0.059897,13.029,0.17798,11.30001
BCRX.OQ,BioCryst Pharmaceuticals Inc,Pharmaceuticals & Medical Research,1300539563.0,0.495946,-43.42,,11.498477
BIIB.OQ,Biogen Inc,Pharmaceuticals & Medical Research,35952119549.44,0.138786,10.65,0.4688,7.373232
BHVN.N,Biohaven Ltd,Pharmaceuticals & Medical Research,3637793963.04,0.204886,-141.889,,23.135218
BLFS.OQ,BioLife Solutions Inc,Healthcare Services & Equipment,765264376.36,0.420934,-27.879,0.07109,18.988371
BMRN.OQ,Biomarin Pharmaceutical Inc,Pharmaceuticals & Medical Research,17580401399.43,0.045934,2.29,0.23581,8.346008
BMEA.OQ,Biomea Fusion Inc,Pharmaceuticals & Medical Research,543085005.06,0.163203,-51.95,0.0,33.605493
BIPC.N,Brookfield Infrastructure Corp,Utilities,4611764774.1,0.158409,,,8.564544
BJ.N,BJ's Wholesale Club Holdings Inc,Retailers,8752461613.72,0.134663,8.89,0.84247,5.908338
BJRI.OQ,BJ's Restaurants Inc,Cyclical Consumer Services,740330788.14,0.214529,0.16,0.22054,13.226141
BKH.N,Black Hills Corp,Utilities,3636872984.07,0.397664,,1.55862,5.910715
BLKB.OQ,Blackbaud Inc,Software & IT Services,4431531688.35,0.077042,0.05,1.15458,8.029224
BL.OQ,Blackline Inc,Software & IT Services,3527303076.84,0.104697,2.459,12.39032,8.736944
BLK.N,BlackRock Inc,Banking & Investment Services,118950471811.6,0.050755,,,8.738191
BX.N,Blackstone Inc,Banking & Investment Services,145816213411.44,0.144687,36.579,1.62533,10.124757
BXMT.N,Blackstone Mortgage Trust Inc,Real Estate,3671660982.29,1.560126,2.04,4.51432,11.111702
BLMN.OQ,Bloomin' Brands Inc,Cyclical Consumer Services,2152120125.97,0.257119,7.04,3.0707,7.341818
SQ.N,Block Inc,Industrial & Commercial Services,40824902640.0,0.132822,2.02,0.26633,18.033856
BE.N,Bloom Energy Corp,Industrial Goods,2852140829.37,0.431558,-4.12,2.56473,19.744868
BLBD.OQ,Blue Bird Corp,Industrial Goods,791264535.0,0.272643,8.8,3.29801,14.054199
OWL.N,Blue Owl Capital Inc,Banking & Investment Services,20908141236.64,0.104648,5.7,1.01251,11.817734
BLUE.OQ,bluebird bio Inc,Pharmaceuticals & Medical Research,285533206.5,2.127732,,,25.798168
BXC.N,Bluelinx Holdings Inc,Cyclical Consumer Products,961586605.68,0.240737,,0.95843,13.326007
BPMC.OQ,Blueprint Medicines Corp,Pharmaceuticals & Medical Research,5041290816.16,0.199822,,0.27023,13.825855
BA.N,Boeing Co,Industrial Goods,131703448706.9,0.340961,-4.769,,10.763341
BAC.N,Bank of America Corp,Banking & Investment Services,259570410059.2,0.199074,0.94,2.34831,9.789025
BCC.N,Boise Cascade Co,Cyclical Consumer Products,5238129745.75,0.050006,,0.23141,12.512848
BOKF.OQ,BOK Financial Corp,Banking & Investment Services,5370727263.6,0.193964,1.06,1.52446,9.427139
BK.N,Bank of New York Mellon Corp,Banking & Investment Services,42183669298.3,0.137851,0.98,1.2625,10.682904
BKNG.OQ,Booking Holdings Inc,Cyclical Consumer Services,122198291195.2,0.060778,16.32,4.50683,5.862744
BOOT.N,Boot Barn Holdings Inc,Retailers,2191942602.08,0.058551,12.55,0.10588,8.600963
BAH.N,Booz Allen Hamilton Holding Corp,Software & IT Services,16770934013.26,0.08733,9.619,2.83482,7.874687
BWA.N,Borgwarner Inc,Automobiles & Auto Parts,7707467516.91,0.149632,6.48,0.58527,9.203094
BSX.N,Boston Scientific Corp,Healthcare Services & Equipment,87811067653.38,0.040164,7.79,0.50845,4.55126
SAM.N,Boston Beer Company Inc,Food & Beverages,4290153109.32,0.031832,4.78,0.00137,10.514822
BXP.N,Boston Properties Inc,Real Estate,10979534992.8,0.574011,3.649,2.36261,15.118019
BOWL.N,Bowlero Corp,Cyclical Consumer Services,1797298850.16,0.831104,2.27,11.67868,6.707181
BOX.N,Box Inc,Software & IT Services,3634297650.63,0.068775,13.88,,11.522672
BYD.N,Boyd Gaming Corp,Cyclical Consumer Services,6097788884.13,0.1954,10.56,1.91711,7.465653
BRC.N,Brady Corp,Industrial & Commercial Services,2881019374.62,0.016961,,0.05017,4.71946
BDN.N,Brandywine Realty Trust,Real Estate,953421041.94,1.542747,1.379,1.20878,18.425924
BRZE.OQ,Braze Inc,Software & IT Services,5328590702.58,0.04326,-8.8,,12.217652
BFH.N,Bread Financial Holdings Inc,Banking & Investment Services,1549968237.5,0.793456,0.95,3.5351,14.708268
BBIO.OQ,BridgeBio Pharma Inc,Pharmaceuticals & Medical Research,6732524912.4,1.253301,-58.829,,18.323053
BFAM.N,Bright Horizons Family Solutions Inc,Personal & Household Products & Services,5685103671.08,0.183265,4.089,0.98253,6.298763
BHF.OQ,Brighthouse Financial Inc,Insurance,3303978905.08,0.376101,0.184,1.39454,13.708618
BSIG.N,Brightsphere Investment Group Inc,Banking & Investment Services,800692097.76,0.110079,,,12.097814
BRSP.N,Brightspire Capital Inc,Real Estate,947591430.03,1.36763,,2.27996,11.472011
EAT.N,Brinker International Inc,Cyclical Consumer Services,1688558534.6,0.430407,5.12,,9.852234
BCO.N,Brinks Co,Industrial & Commercial Services,3659053672.02,0.163896,,7.61083,7.07843
BMY.N,Bristol-Myers Squibb Co,Pharmaceuticals & Medical Research,102368662000.02,0.089185,16.039,1.2659,4.336248
VTOL.N,Bristow Group Inc,Energy - Fossil Fuels,743999640.0,0.285454,,,12.5555
BRX.N,Brixmor Property Group Inc,Real Estate,6877645494.72,0.349805,4.209,1.75759,6.420812
AVGO.OQ,Broadcom Inc,Technology Equipment,518549945469.92,0.07248,25.16,1.63536,9.260875
BR.N,Broadridge Financial Solutions Inc,Industrial & Commercial Services,23835289898.8,0.05761,10.18,1.52334,4.948195
BNL.N,Broadstone Net Lease Inc,Real Estate,3177750916.66,0.203186,2.419,0.65413,5.810366
BKD.N,Brookdale Senior Living Inc,Healthcare Services & Equipment,1082369247.5,1.378554,-3.859,7.03565,16.549289
BEPC.N,Brookfield Renewable Corp,Utilities,5177562743.32,1.059763,-0.69,2.39724,8.822367
BRKL.OQ,Brookline Bancorp Inc,Banking & Investment Services,919765532.25,0.356864,1.27,1.44402,14.484
BRO.N,Brown & Brown Inc,Insurance,21196846452.88,0.028841,,0.85575,5.840472
BFb.N,Brown-Forman Corp,Food & Beverages,26912369492.6,0.055623,11.07,0.89137,6.821263
BFa.N,Brown-Forman Corp,Food & Beverages,26912369492.6,,,0.89137,
BRP.OQ,BRP Group Inc,Insurance,2824159592.07,0.114347,15.019,2.17622,13.644151
BRKR.OQ,Bruker Corp,Healthcare Services & Equipment,9860414742.88,0.061655,9.599,1.09463,9.396755
BC.N,Brunswick Corp,Cyclical Consumer Products,5961927822.72,0.190585,12.839,1.22852,10.430485
BKE.N,Buckle Inc,Retailers,2001168462.62,0.018667,,0.00877,10.57615
BBW.N,Build-A-Bear Workshop Inc,Retailers,317300204.2,0.035153,,0.0,10.806711
BLDR.N,Builders FirstSource Inc,Cyclical Consumer Products,20647016667.25,0.124626,28.71,0.60134,12.047426
BMBL.OQ,Bumble Inc,Software & IT Services,1896741598.99,0.144457,-2.14,0.38393,9.286772
BG.N,Bunge Global SA,Food & Beverages,13786376232.42,0.085878,8.81,0.50423,6.845892
BURL.N,Burlington Stores Inc,Retailers,12373364241.12,0.222501,3.91,1.85646,14.746383
NTB.N,Bank of N T Butterfield & Son Ltd,Banking & Investment Services,1486503715.55,0.064913,1.439,0.19922,12.367548
BWXT.N,BWX Technologies Inc,Industrial Goods,7317362528.48,0.098268,16.5,1.72238,2.950895
AI.N,C3.ai Inc,Software & IT Services,3141666813.37,0.075327,-17.39,,30.903794
CWT.N,California Water Service Group,Utilities,2811102810.0,0.140572,,0.85444,4.88489
CABA.OQ,Cabaletta Bio Inc,Pharmaceuticals & Medical Research,908407534.4,0.079126,,,17.841327
CABO.N,Cable One Inc,Telecommunications Services,3096840804.16,0.504822,3.379,2.1718,9.194527
CBT.N,Cabot Corp,Chemicals,4216762581.92,0.10853,8.779,1.00949,7.144587
CACI.N,CACI International Inc,Software & IT Services,7406331405.95,0.042103,5.82,0.52614,5.696683
WHD.N,Cactus Inc,Energy - Fossil Fuels,3218487310.96,0.074179,13.339,0.02163,15.683244
CADE.N,Cadence Bank,Banking & Investment Services,5165769508.76,0.188436,0.94,1.07894,15.332311
CDNS.OQ,Cadence Design Systems Inc,Software & IT Services,73048647000.0,0.020585,24.64,0.27251,7.272893
CZR.OQ,Caesars Entertainment Inc,Cyclical Consumer Services,9577554458.4,0.953007,-2.51,6.83464,11.791107
CALM.OQ,Cal-Maine Foods Inc,Food & Beverages,2689635279.83,0.055266,,0.00254,7.705461
CVGW.OQ,Calavo Growers Inc,Food & Beverages,503526079.35,0.262964,,0.03247,17.20946
CAL.N,Caleres Inc,Retailers,1045184768.0,0.171887,8.689,0.73095,7.888689
CRC.N,California Resources Corp,Energy - Fossil Fuels,3546273899.68,0.167899,,0.3176,10.697804
CALX.N,Calix Inc,Technology Equipment,2789469313.4,0.02503,,0.0,12.866714
CPE.N,Callon Petroleum Co,Energy - Fossil Fuels,2210277956.25,0.368035,15.359,0.65424,16.074255
CPT.N,Camden Property Trust,Real Estate,10593839059.32,0.226703,7.549,0.73816,7.213322
CPB.N,Campbell Soup Co,Food & Beverages,12943494835.7,0.146605,7.54,1.2808,6.007366
CWH.N,Camping World Holdings Inc,Retailers,2130610018.86,0.904395,3.899,19.98871,16.929496
CSIQ.OQ,Canadian Solar Inc,Renewable Energy,1444358765.54,0.51482,2.92,2.06303,10.557496
CNNE.N,Cannae Holdings Inc,Investment Holding Companies,1434038832.72,1.293476,,0.03582,9.268377
COF.N,Capital One Financial Corp,Banking & Investment Services,48634132656.7,0.420371,1.569,1.02049,12.141163
CFFN.OQ,Capitol Federal Financial Inc,Banking & Investment Services,809905650.0,0.22974,0.92,2.75764,12.832187
CPRI.N,Capri Holdings Ltd,Retailers,5887740459.36,0.2133,11.109,0.98864,15.767131
CAH.N,Cardinal Health Inc,Pharmaceuticals & Medical Research,26073863790.07,0.066516,3.5,,7.240275
CDLX.OQ,Cardlytics Inc,Cyclical Consumer Services,271246148.86,1.243131,-5.87,1.06844,47.472585
CDNA.OQ,CareDx Inc,Pharmaceuticals & Medical Research,595623141.78,0.196304,,0.0,24.740941
CTRE.N,CareTrust REIT Inc,Real Estate,2672875568.88,0.231957,-0.46,0.84709,4.577589
CARG.OQ,CarGurus Inc,Software & IT Services,2556372644.1,0.032688,,0.0,10.774323
CRBU.OQ,Caribou Biosciences Inc,Pharmaceuticals & Medical Research,480623224.16,0.119878,-24.359,,21.074472
CSL.N,Carlisle Companies Inc,Cyclical Consumer Products,14707256348.4,0.061188,14.56,0.85415,9.282628
CG.OQ,Carlyle Group Inc,Banking & Investment Services,14200916705.28,0.220288,29.559,1.3144,11.376866
KMX.N,Carmax Inc,Retailers,10989736934.31,0.365097,1.85,3.30274,14.301745
CCL.N,Carnival Corp,Cyclical Consumer Services,21192913001.3526,0.967286,0.005,4.44231,21.600658
CRS.N,Carpenter Technology Corp,Mineral Resources,3331633650.71,0.161569,,0.49638,12.502038
CARR.N,Carrier Global Corp,Industrial Goods,50394381903.32,0.077893,7.73,1.13973,6.342441
TAST.OQ,Carrols Restaurant Group Inc,Cyclical Consumer Services,458858214.5,0.566991,-2.169,3.237,24.44461
CARS.N,Cars.com Inc,Software & IT Services,1137158986.87,0.150306,,1.22879,10.648833
CRI.N,Carter's Inc,Retailers,2678268285.84,0.11214,,0.77426,7.098731
CVNA.N,Carvana Co,Retailers,8541019941.3,1.420697,-8.96,,38.623032
CWST.OQ,Casella Waste Systems Inc,Industrial & Commercial Services,4964480828.88,0.174907,,1.19298,6.428536
CASY.OQ,Caseys General Stores Inc,Food & Drug Retailing,10669479623.04,0.07291,7.799,0.62893,5.678504
SAVA.OQ,Cassava Sciences Inc,Pharmaceuticals & Medical Research,1108296754.56,0.100023,,,20.435588
CSTL.OQ,Castle Biosciences Inc,Healthcare Services & Equipment,539018276.44,0.203988,-14.759,0.0006,24.781776
CTLT.N,Catalent Inc,Pharmaceuticals & Medical Research,8911033947.76,0.841275,1.71,1.05162,25.414949
CPRX.OQ,Catalyst Pharmaceuticals Inc,Pharmaceuticals & Medical Research,1703514183.84,0.041382,27.09,0.0,15.909559
CAT.N,Caterpillar Inc,Industrial Goods,147843300214.63,0.097373,9.169,2.33115,9.797235
CATY.OQ,Cathay General Bancorp,Banking & Investment Services,3105738893.25,0.153307,1.68,0.25332,11.667726
CVCO.OQ,Cavco Industries Inc,Cyclical Consumer Products,2631230976.15,0.03365,,0.01115,6.973014
CBZ.N,CBIZ Inc,Industrial & Commercial Services,3144521180.88,0.066998,,0.37241,4.518068
CBRE.N,CBRE Group Inc,Real Estate,25986634213.26,0.16137,8.75,0.28948,8.862746
CCCS.OQ,CCC Intelligent Solutions Holdings Inc,Software & IT Services,6586075104.04,0.07502,,0.39885,6.522961
CDW.OQ,CDW Corp,Technology Equipment,29356075262.66,0.08699,10.189,3.69407,6.494702
CECO.OQ,CECO Environmental Corp,Industrial & Commercial Services,663875118.73,0.109699,,0.55053,9.22025
CE.N,Celanese Corp,Chemicals,16041985960.79,0.440249,9.07,2.60404,8.948321
CLDX.OQ,Celldex Therapeutics Inc,Pharmaceuticals & Medical Research,2299133841.88,0.071043,,0.0,15.713257
CELH.OQ,Celsius Holdings Inc,Food & Beverages,13981587517.35,0.045665,-25.885,0.00579,17.851849
COR.N,Cencora Inc,Healthcare Services & Equipment,44042308327.34,0.042226,4.12,9.17132,5.004693
CNC.N,Centene Corp,Healthcare Services & Equipment,42100380810.0,0.071478,4.33,0.74905,6.29288
CNP.N,CenterPoint Energy Inc,Utilities,18034057109.2,0.313454,2.29,1.82188,4.203597
CSR.N,Centerspace,Real Estate,842641693.02,0.309013,,1.58431,8.473962
CENTA.OQ,Central Garden & Pet Co,Food & Beverages,2308832149.99,0.188459,3.77,0.81869,5.977655
CPF.N,Central Pacific Financial Corp,Banking & Investment Services,516524527.9,0.246732,1.01,0.24479,12.350768
CCS.N,Century Communities Inc,Cyclical Consumer Products,2744373497.55,0.136882,14.66,0.56601,8.672963
CENX.OQ,Century Aluminum Co,Mineral Resources,1006286780.07,0.549585,,1.32156,18.272564
CRNC.OQ,Cerence Inc,Software & IT Services,783099916.11,0.183672,1.11,0.39834,18.102899
CERE.OQ,Cerevel Therapeutics Holdings Inc,Pharmaceuticals & Medical Research,7713090203.7,0.177558,-33.3,0.66013,23.524501
CDAY.N,Ceridian HCM Holding Inc,Software & IT Services,10196655088.41,0.076939,1.6,0.57893,9.222308
CERT.OQ,Certara Inc,Software & IT Services,2611863705.2,0.101374,4.759,0.27141,12.432885
CEVA.OQ,CEVA Inc,Technology Equipment,492427240.8,0.034273,5.91,,14.845402
CF.N,CF Industries Holdings Inc,Chemicals,14747651312.19,0.113375,26.07,0.58701,9.243144
CHRW.OQ,CH Robinson Worldwide Inc,Transportation,10133475584.19,0.100955,14.929,1.53482,5.7772
CHX.OQ,ChampionX Corp,Energy - Fossil Fuels,5185576000.0,0.09269,30.079,0.38116,11.739559
CHPT.N,ChargePoint Holdings Inc,Industrial Goods,794252992.9,2.886219,-24.36,0.83082,18.746279
CRL.N,Charles River Laboratories International Inc,Pharmaceuticals & Medical Research,10848761077.96,0.175502,7.799,0.91093,12.006624
SCHW.N,Charles Schwab Corp,Banking & Investment Services,118886590341.42,0.267045,1.209,1.408,13.64576
GTLS.N,Chart Industries Inc,Industrial Goods,5685405352.77,0.46378,,0.85842,17.755273
CHTR.OQ,Charter Communications Inc,Telecommunications Services,53976112361.4,0.411345,3.52,10.70326,7.964324
CAKE.OQ,Cheesecake Factory Inc,Cyclical Consumer Services,1644541453.97,0.261318,2.74,1.60283,6.640284
CHEF.OQ,Chefs' Warehouse Inc,Food & Drug Retailing,1172504169.24,0.39189,,1.65857,17.239518
CHGG.N,Chegg Inc,Industrial & Commercial Services,1285545745.2,0.190172,7.209,1.06449,24.788686
CHE.N,Chemed Corp,Healthcare Services & Equipment,8776656248.52,0.011845,,0.12207,5.426322
CC.N,Chemours Co,Chemicals,4481351552.44,0.433764,9.72,3.26558,12.939871
LNG.N,Cheniere Energy Inc,Energy - Fossil Fuels,39326348181.96,0.144169,14.189,,5.014714
CHK.OQ,Chesapeake Energy Corp,Energy - Fossil Fuels,10861955451.49,0.093028,18.98,0.339,7.753263
CPK.N,Chesapeake Utilities Corp,Utilities,2296687958.73,0.08126,,0.96305,8.323396
CVX.N,Chevron Corp,Energy - Fossil Fuels,277169271255.21,0.057623,14.699,0.14653,7.750095
CHWY.N,Chewy Inc,Retailers,8257109768.16,0.067321,2.14,0.0,17.126029
PLCE.OQ,Children's Place Inc,Retailers,262772464.5,2.310012,,2.12485,15.829735
CIM.N,Chimera Investment Corp,Real Estate,1127008327.83,1.546014,1.78,3.98062,11.315426
CMG.N,Chipotle Mexican Grill Inc,Cyclical Consumer Services,62351523054.0,0.016012,13.55,0.0,8.849265
